,portfolio,benchmark,regime
2013-12-18,1.3849781445912637,1.5416358011905615,Bull
2013-12-19,1.3820109109224452,1.5399668357111442,Bull
2013-12-20,1.3873769768102815,1.5548209590272937,Bull
2013-12-23,1.3901550303041912,1.5562857073968694,Bull
2013-12-24,1.3908047944600406,1.5533473923509205,Bull
2013-12-26,1.3940092085761098,1.5556912666154208,Bull
2013-12-27,1.3945879007568858,1.553872362711194,Bull
2013-12-30,1.394560908117203,1.557993822044975,Bull
2013-12-31,1.3970143488614315,1.5584668357677027,Bull
2014-01-02,1.3923028813505882,1.5514025674002416,Bull
2014-01-03,1.3928068661752393,1.5512496155970212,Bull
2014-01-06,1.391785219003451,1.551164195898761,Bull
2014-01-07,1.3954867302773633,1.558452280292619,Bull
2014-01-08,1.394116009139623,1.5569595503477593,Bull
2014-01-09,1.3953504391626883,1.5612128236131806,Bull
2014-01-10,1.4005215836446447,1.5712080357886469,Bull
2014-01-13,1.3935860800362696,1.5617951563771677,Bull
2014-01-14,1.3988543712429873,1.5691492465814363,Bull
2014-01-15,1.4016948398607472,1.573563315250854,Bull
2014-01-16,1.401809234833855,1.5765585770602202,Bull
2014-01-17,1.4003560846941787,1.5751991921899469,Bull
2014-01-21,1.401536581112099,1.5784564035678865,Bull
2014-01-22,1.4009702109401652,1.5775183105558284,Bull
2014-01-23,1.3994340904474478,1.578692233957843,Bull
2014-01-24,1.3867920455032494,1.5625622975458848,Bull
2014-01-27,1.382227085622742,1.5535893550523672,Bull
2014-01-28,1.3863838236365955,1.5606539494892924,Bull
2014-01-29,1.3824427715823604,1.5567936711091162,Bull
2014-01-30,1.3868037965053228,1.564905937690543,Bull
2014-01-31,1.383559714413444,1.5635957731496304,Bull
2014-02-03,1.3717688054373616,1.550102643210603,Bull
2014-02-04,1.3753484405665333,1.5500385165823385,Bull
2014-02-05,1.3738254713813138,1.5431394408503398,Bull
2014-02-06,1.3819045189027304,1.552699537017354,Bull
2014-02-07,1.3905618822792796,1.56477139098728,Bull
2014-02-10,1.3918730871697984,1.568254293306355,Bull
2014-02-11,1.399044311992726,1.574920137641677,Bull
2014-02-12,1.3986861309442589,1.572132943332888,Bull
2014-02-13,1.4034398524163831,1.580565505158755,Bull
2014-02-14,1.4077223757858581,1.5861550876741881,Bull
2014-02-18,1.4096689595322116,1.5887214266387968,Bull
2014-02-19,1.4042014958352296,1.5797326830627705,Bull
2014-02-20,1.4062908534893834,1.5837810216079384,Bear
2014-02-21,1.4063025709029566,1.586040283810642,Bull
2014-02-24,1.4105617784590343,1.5897130355675335,Bull
2014-02-25,1.4111068144604548,1.5950297279435868,Bull
2014-02-26,1.411144973421153,1.5984690603333358,Bull
2014-02-27,1.4147995200969052,1.6069971288151261,Bull
2014-02-28,1.4160074047152087,1.6097915246785315,Bull
2014-03-03,1.4131499629634687,1.6072976414522646,Bull
2014-03-04,1.4195491451636832,1.611182582263942,Bull
2014-03-05,1.4205465967382853,1.6134386190894574,Bull
2014-03-06,1.4219500840349024,1.6092987756369492,Bull
2014-03-07,1.420057031135655,1.60566258870446,Bull
2014-03-10,1.419581565563623,1.606060255251706,Bull
2014-03-11,1.416916507799122,1.6029936782441185,Bull
2014-03-12,1.4188127081046789,1.6077133925274498,Bull
2014-03-13,1.4130758178073062,1.6055468977710226,Bull
2014-03-14,1.4116990699121754,1.602959773297348,Bull
2014-03-17,1.4159110114403877,1.606872093497899,Bull
2014-03-18,1.4204087945583097,1.616080913156663,Bull
2014-03-19,1.4129862591188536,1.6058910946414526,Bull
2014-03-20,1.4158461654832466,1.610379470391689,Bull
2014-03-21,1.4148131073093073,1.6136105917813877,Bull
2014-03-24,1.411659173745858,1.614199152732201,Bull
2014-03-25,1.4149947841918962,1.616366420209513,Bull
2014-03-26,1.411609671817342,1.6144524118507715,Bull
2014-03-27,1.4106668307380539,1.6156553707621524,Bull
2014-03-28,1.413316931890424,1.6167916685422996,Bull
2014-03-31,1.4179374859943954,1.6231442999147396,Bull
2014-04-01,1.4169339669709855,1.624053556834297,Bear
2014-04-02,1.4185850456315576,1.6235816000195618,Bull
2014-04-03,1.4179012639005242,1.6251373463274257,Bull
2014-04-04,1.4132990704297848,1.6179541852115582,Bull
2014-04-07,1.4070015225667971,1.611103662042118,Bull
2014-04-08,1.4102756454610765,1.6166247536253553,Bull
2014-04-09,1.417272242779632,1.6238600996980734,Bull
